layer_num,layer_name,layer_type,mean,std,min,max,percentile_2,percentile_5,percentile_95,percentile_98,percentile_99.5
3,diffusion_model.time_embed.0,RHTQuantizedLinear,-5.745507,218.5565,-1440.1605,2550.259,-330.0623779296875,-180.0325164794922,0.016585195437073708,0.016585195437073708,1650.16259765625
5,diffusion_model.time_embed.2,RHTQuantizedLinear,-7663.7197,148900.2,-1904904.4,1995283.0,-0.010912111029028893,-0.010912111029028893,0.0,0.010912111029028893,24332.728515625
8,diffusion_model.input_blocks.0.0,Conv2d,0.004294302,0.35693362,-3.600235,3.3608215,-0.7684648036956787,-0.5725536227226257,0.56579897403717,0.7470796704292297,1.0423712801933305
14,diffusion_model.input_blocks.1.0.in_layers.2,Conv2d,-0.09934106,0.8062958,-10.675146,7.5334663,-2.0949175357818604,-1.4640118598937988,1.0586556851863858,1.459639310836792,2.0897986900806504
18,diffusion_model.input_blocks.1.0.emb_layers.1,RHTQuantizedLinear,-92966610.0,779300740.0,-5963382000.0,1538246000.0,-2722019584.0,-1192882393.5999994,545269331.1999997,734500032.0,1318967552.0
23,diffusion_model.input_blocks.1.0.out_layers.3,Conv2d,-0.102985926,0.63489735,-5.067664,1.6783799,-1.9065252542495728,-0.8154886960983276,0.6815721392631531,0.9842965006828308,1.4434828758239746
27,diffusion_model.input_blocks.1.1.proj_in,RHTQuantizedLinear,4.431532,86.25053,-563.2728,656.0342,-182.63662719726562,-134.812744140625,140.8592529296875,179.7502899169922,233.67552185058594
31,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,-26.552938,400.99695,-2143.8672,2143.8665,-862.8840942382812,-684.9697875976562,631.595458984375,800.6141357421875,1031.9027099609375
32,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,-15.72349,392.09073,-1908.296,2007.3118,-837.1299438476562,-657.1021118164062,630.0977783203125,810.125732421875,1053.1632080078125
33,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,9.555939,221.77658,-1102.5044,1136.2048,-447.7417907714844,-346.6388854980469,380.3399963378906,481.4430236816406,616.246826171875
35,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,3153.39,77767.27,-575557.56,546573.56,-157346.828125,-122150.859375,130432.2109375,163558.0,211176.19382812502
40,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,21.030766,166.33022,-1603.4463,1671.0865,-319.0959167480469,-243.1207275390625,288.7059020996094,372.2786560058594,516.5700073242188
42,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,-4535064.5,85746680.0,-1247325300.0,783242240.0,-177491504.0,-138410752.0,130268872.0,174234672.0,244254240.0
44,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,14.074356,225.43285,-906.1597,936.1431,-436.4224548339844,-353.1357727050781,389.7821960449219,476.400146484375,566.3499145507812
45,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,-26.530663,4053.2014,-26271.074,18813.238,-9144.28515625,-5808.869165039063,5696.4404296875,8432.2314453125,13716.4267578125
46,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,-52.60255,25057.807,-111494.66,107512.71,-55747.328125,-41810.49609375,39819.51171875,49774.39453125,69684.15625
48,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,11575.597,1054430.9,-5577915.5,8209749.5,-2081898.5,-1689087.625,1728368.625,2199742.25,3221049.5
53,diffusion_model.input_blocks.1.1.proj_out,RHTQuantizedLinear,-704745900.0,29663285000.0,-160163410000.0,200204270000.0,-62063325184.0,-50051067904.0,48049025024.0,62063325184.0,80081707008.0
59,diffusion_model.input_blocks.2.0.in_layers.2,Conv2d,-0.111728914,0.503177,-2.9186008,2.7788715,-1.151067671775818,-0.938094562292099,0.723931586742401,0.9388008272647859,1.2061231905221943
63,diffusion_model.input_blocks.2.0.emb_layers.1,RHTQuantizedLinear,30014084.0,227816340.0,-973375000.0,422066100.0,-773549376.0,-472888843.2,252174539.19999996,298864096.0,370400704.0
68,diffusion_model.input_blocks.2.0.out_layers.3,Conv2d,0.015442593,0.46905082,-1.3568699,2.948425,-0.7344319224357605,-0.6592682600021362,0.7112738490104675,1.210698127746582,1.9146783351898193
72,diffusion_model.input_blocks.2.1.proj_in,RHTQuantizedLinear,-5.248003,139.45432,-1984.4904,1027.8585,-294.8813171386719,-231.0689697265625,223.03187561035156,278.91924804688273,358.6244812011719
